year,race_recode,count,area_type,statefip,countyfip
2022,Non-Hispanic Japanese,1,county,missouri,71
2022,Non-Hispanic Multiple,2856,county,missouri,71
2022,Non-Hispanic OAPI,182,county,missouri,71
2022,Non-Hispanic Other Race,194,county,missouri,71
2022,Non-Hispanic White,76609,county,missouri,71
2022,Hispanic Chinese,24,county,missouri,95
2022,Hispanic AIAN,4,county,missouri,99
2022,Hispanic Black,1,county,missouri,99
2022,Non-Hispanic Japanese,322,county,missouri,183
2022,Hispanic OAPI,47,county,missouri,189
2022,Hispanic AIAN,144,county,missouri,510
2022,Hispanic Chinese,15,county,nebraska,55
2022,Hispanic Japanese,40,county,nebraska,55
2022,Hispanic OAPI,66,county,nebraska,55
2022,Hispanic Black,60,county,nebraska,109
2022,Non-Hispanic Japanese,155,county,nebraska,109
2022,Hispanic Chinese,247,county,new jersey,3
2022,Hispanic AIAN,358,county,new jersey,5
2022,Hispanic Chinese,44,county,new jersey,5
2022,Hispanic Japanese,63,county,new jersey,5
2022,Hispanic Chinese,46,county,new jersey,13
2022,Hispanic Japanese,32,county,new jersey,13
2022,Hispanic OAPI,45,county,new jersey,15
2022,Hispanic Japanese,119,county,new jersey,17
2022,Hispanic OAPI,19,county,new jersey,19
2022,Non-Hispanic Japanese,22,county,new jersey,19
2022,Hispanic Japanese,49,county,new jersey,21
2022,Hispanic Japanese,29,county,new jersey,27
2022,Hispanic Japanese,17,county,new jersey,29
2022,Hispanic Japanese,48,county,new jersey,35
2022,Hispanic OAPI,361,county,new jersey,35
2022,Hispanic OAPI,16,county,new jersey,37
2022,Non-Hispanic Japanese,126,county,new jersey,37
2022,Hispanic Japanese,28,county,new jersey,39
2022,Non-Hispanic AIAN,198,county,new jersey,39
2022,Non-Hispanic Japanese,58,county,new jersey,41
2022,Hispanic Chinese,131,county,new mexico,13
2022,Hispanic Japanese,107,county,new mexico,13
2022,Hispanic AIAN,892,county,new mexico,49
2022,Hispanic Black,367,county,new mexico,49
2022,Hispanic Chinese,12,county,new mexico,49
2022,Hispanic Japanese,32,county,new mexico,49
2022,Hispanic OAPI,44,county,new mexico,49
2022,Hispanic Other Multiple,14606,county,new mexico,49
2022,Hispanic Other Race,12767,county,new mexico,49
2022,Hispanic White,32150,county,new mexico,49
2022,Non-Hispanic AIAN,2972,county,new mexico,49
2022,Non-Hispanic Black,1184,county,new mexico,49
2022,Non-Hispanic Chinese,588,county,new mexico,49
2022,Non-Hispanic Japanese,128,county,new mexico,49
2022,Non-Hispanic Multiple,2552,county,new mexico,49
2022,Non-Hispanic OAPI,1198,county,new mexico,49
2022,Non-Hispanic Other Race,250,county,new mexico,49
2022,Non-Hispanic White,52499,county,new mexico,49
2022,Hispanic Japanese,7,county,new york,1
2022,Hispanic Japanese,6,county,new york,5
2022,Hispanic OAPI,10,county,new york,13
2022,Non-Hispanic Japanese,45,county,new york,13
2022,Hispanic AIAN,530,county,new york,27
2022,Hispanic Black,1391,county,new york,27
2022,Hispanic Chinese,85,county,new york,27
2022,Hispanic Japanese,16,county,new york,27
2022,Hispanic OAPI,78,county,new york,27
2022,Hispanic Other Multiple,10342,county,new york,27
2022,Hispanic Other Race,9361,county,new york,27
2022,Hispanic White,11261,county,new york,27
2022,Non-Hispanic AIAN,226,county,new york,27
2022,Non-Hispanic Black,24151,county,new york,27
2022,Non-Hispanic Chinese,2089,county,new york,27
2022,Non-Hispanic Japanese,433,county,new york,27
2022,Non-Hispanic Multiple,7887,county,new york,27
2022,Non-Hispanic OAPI,5154,county,new york,27
2022,Non-Hispanic Other Race,1402,county,new york,27
2022,Non-Hispanic White,166282,county,new york,27
2022,Hispanic OAPI,455,county,new york,29
2022,Hispanic Japanese,69,county,new york,55
2022,Hispanic Chinese,9,county,new york,63
2022,Hispanic Japanese,12,county,new york,63
2022,Hispanic Chinese,24,county,new york,71
2022,Hispanic Japanese,31,county,new york,71
2022,Hispanic AIAN,27,county,new york,75
2022,Hispanic Japanese,27,county,new york,75
2022,Non-Hispanic Japanese,58,county,new york,75
2022,Hispanic Chinese,14,county,new york,83
2022,Hispanic OAPI,327,county,new york,85
2022,Hispanic Chinese,109,county,new york,87
2022,Non-Hispanic AIAN,176,county,new york,87
2022,Hispanic AIAN,12,county,new york,89
2022,Hispanic Chinese,19,county,new york,91
2022,Hispanic OAPI,148,county,new york,93
2022,Hispanic Japanese,88,county,new york,103
2022,Hispanic Chinese,26,county,new york,109
2022,Hispanic Chinese,36,county,north carolina,1
2022,Hispanic OAPI,39,county,north carolina,1
2022,Hispanic Black,81,county,north carolina,19
2022,Non-Hispanic Japanese,47,county,north carolina,19
2022,Non-Hispanic Other Race,428,county,north carolina,19
2022,Hispanic Black,3,county,north carolina,21
2022,Hispanic Chinese,5,county,north carolina,21
2022,Hispanic OAPI,16,county,north carolina,21
2022,Hispanic Black,106,county,north carolina,35
2022,Hispanic Chinese,1,county,north carolina,35
2022,Non-Hispanic Japanese,28,county,north carolina,35
2022,Hispanic AIAN,92,county,north carolina,49
2022,Hispanic Black,243,county,north carolina,49
2022,Hispanic OAPI,1,county,north carolina,49
2022,Hispanic Other Multiple,772,county,north carolina,49
2022,Hispanic Other Race,1296,county,north carolina,49
2022,Hispanic White,3533,county,north carolina,49
2022,Non-Hispanic AIAN,251,county,north carolina,49
2022,Non-Hispanic Black,17933,county,north carolina,49
2022,Non-Hispanic Chinese,90,county,north carolina,49
2022,Non-Hispanic Japanese,83,county,north carolina,49
2022,Non-Hispanic Multiple,1476,county,north carolina,49
2022,Non-Hispanic OAPI,1832,county,north carolina,49
2022,Non-Hispanic Other Race,476,county,north carolina,49
2022,Non-Hispanic White,53586,county,north carolina,49
2022,Hispanic Japanese,14,county,north carolina,51
2022,Hispanic AIAN,71,county,north carolina,57
2022,Hispanic OAPI,31,county,north carolina,57
2022,Hispanic AIAN,304,county,north carolina,71
2022,Non-Hispanic Chinese,281,county,north carolina,71
2022,Hispanic OAPI,35,county,north carolina,81
2022,Non-Hispanic Japanese,34,county,north carolina,85
2022,Hispanic AIAN,532,county,north carolina,101
2022,Hispanic Black,363,county,north carolina,101
2022,Hispanic OAPI,81,county,north carolina,101
2022,Hispanic Other Multiple,4644,county,north carolina,101
2022,Hispanic Other Race,9582,county,north carolina,101
2022,Hispanic White,9830,county,north carolina,101
2022,Non-Hispanic AIAN,568,county,north carolina,101
2022,Non-Hispanic Black,29800,county,north carolina,101
2022,Non-Hispanic Chinese,260,county,north carolina,101
2022,Non-Hispanic Multiple,3841,county,north carolina,101
2022,Non-Hispanic OAPI,893,county,north carolina,101
2022,Non-Hispanic Other Race,621,county,north carolina,101
2022,Non-Hispanic White,111794,county,north carolina,101
2022,Hispanic Black,107,county,north carolina,147
2022,Non-Hispanic Other Race,374,county,north carolina,147
2022,Hispanic Black,358,county,north carolina,151
2022,Hispanic OAPI,100,county,north carolina,151
2022,Non-Hispanic Chinese,115,county,north carolina,151
2022,Hispanic OAPI,16,county,north carolina,159
2022,Non-Hispanic Chinese,214,county,north carolina,159
2022,Hispanic Chinese,55,county,north carolina,183
2022,Hispanic AIAN,43,county,north carolina,191
2022,Hispanic Black,87,county,north carolina,191
2022,Hispanic OAPI,5,county,north carolina,191
2022,Non-Hispanic Japanese,43,county,north carolina,191
2022,Hispanic Black,17,county,north dakota,17
2022,Hispanic OAPI,229,county,north dakota,17
2022,Non-Hispanic Japanese,28,county,north dakota,17
2022,Hispanic Black,13,county,ohio,3
2022,Hispanic OAPI,40,county,ohio,3
2022,Non-Hispanic Chinese,194,county,ohio,3
2022,Hispanic Black,52,county,ohio,7
2022,Hispanic Other Multiple,1047,county,ohio,7
2022,Hispanic Other Race,210,county,ohio,7
2022,Hispanic White,2215,county,ohio,7
2022,Non-Hispanic AIAN,23,county,ohio,7
2022,Non-Hispanic Black,2687,county,ohio,7
2022,Non-Hispanic Chinese,48,county,ohio,7
2022,Non-Hispanic Multiple,2221,county,ohio,7
2022,Non-Hispanic OAPI,345,county,ohio,7
2022,Non-Hispanic Other Race,276,county,ohio,7
2022,Non-Hispanic White,69819,county,ohio,7
2022,Hispanic Black,247,county,ohio,17
2022,Hispanic OAPI,66,county,ohio,17
2022,Hispanic Black,35,county,ohio,23
2022,Non-Hispanic Chinese,143,county,ohio,23
2022,Hispanic Black,117,county,ohio,29
2022,Hispanic Japanese,24,county,ohio,29
2022,Hispanic Other Multiple,275,county,ohio,29
2022,Hispanic Other Race,636,county,ohio,29
2022,Hispanic White,407,county,ohio,29
2022,Non-Hispanic AIAN,44,county,ohio,29
2022,Non-Hispanic Black,1532,county,ohio,29
2022,Non-Hispanic Chinese,22,county,ohio,29
2022,Non-Hispanic Japanese,49,county,ohio,29
2022,Non-Hispanic Multiple,2496,county,ohio,29
2022,Non-Hispanic OAPI,221,county,ohio,29
2022,Non-Hispanic Other Race,144,county,ohio,29
2022,Non-Hispanic White,76449,county,ohio,29
2022,Hispanic Chinese,69,county,ohio,35
2022,Hispanic Black,11,county,ohio,45
2022,Hispanic OAPI,13,county,ohio,45
2022,Hispanic Chinese,36,county,ohio,49
2022,Hispanic Japanese,30,county,ohio,49
2022,Hispanic Black,231,county,ohio,57
2022,Hispanic OAPI,30,county,ohio,57
2022,Hispanic Japanese,55,county,ohio,61
2022,Hispanic AIAN,61,county,ohio,89
2022,Hispanic Black,141,county,ohio,89
2022,Non-Hispanic Japanese,35,county,ohio,89
2022,Hispanic AIAN,46,county,ohio,103
2022,Hispanic Black,61,county,ohio,103
2022,Hispanic OAPI,59,county,ohio,103
2022,Non-Hispanic AIAN,61,county,ohio,103
2022,Hispanic AIAN,67,county,ohio,109
2022,Non-Hispanic Other Race,290,county,ohio,109
2022,Hispanic OAPI,42,county,ohio,113
2022,Hispanic Black,104,county,ohio,133
2022,Hispanic Chinese,33,county,ohio,133
2022,Non-Hispanic Japanese,159,county,ohio,133
2022,Hispanic AIAN,14,county,ohio,139
2022,Hispanic Black,108,county,ohio,139
2022,Hispanic OAPI,38,county,ohio,139
2022,Non-Hispanic Japanese,29,county,ohio,139
2022,Hispanic OAPI,27,county,ohio,153
2022,Hispanic Black,58,county,ohio,165
2022,Hispanic Chinese,9,county,ohio,165
2022,Hispanic OAPI,4,county,ohio,165
2022,Hispanic Chinese,5,county,ohio,169
2022,Hispanic OAPI,14,county,ohio,169
2022,Non-Hispanic AIAN,95,county,ohio,169
2022,Hispanic Black,13,county,oklahoma,17
2022,Non-Hispanic Chinese,56,county,oklahoma,17
2022,Non-Hispanic Japanese,22,county,oklahoma,17
2022,Hispanic Japanese,16,county,oklahoma,27
2022,Hispanic Chinese,34,county,oklahoma,109
2022,Hispanic Japanese,21,county,oklahoma,109
2022,Hispanic Black,19,county,oregon,5
2022,Hispanic Chinese,8,county,oregon,5
2022,Hispanic Japanese,28,county,oregon,5
2022,Hispanic AIAN,415,county,oregon,17
2022,Hispanic Black,174,county,oregon,17
2022,Hispanic OAPI,42,county,oregon,17
2022,Hispanic Other Multiple,2430,county,oregon,17
2022,Hispanic Other Race,2849,county,oregon,17
2022,Hispanic White,7190,county,oregon,17
2022,Non-Hispanic AIAN,954,county,oregon,17
2022,Non-Hispanic Black,565,county,oregon,17
2022,Non-Hispanic Chinese,437,county,oregon,17
2022,Non-Hispanic Japanese,168,county,oregon,17
2022,Non-Hispanic Multiple,5360,county,oregon,17
2022,Non-Hispanic OAPI,1120,county,oregon,17
2022,Non-Hispanic Other Race,515,county,oregon,17
2022,Non-Hispanic White,135371,county,oregon,17
2022,Hispanic Chinese,68,county,oregon,39
2022,Hispanic Japanese,200,county,oregon,47
2022,Hispanic Chinese,41,county,oregon,67
2022,Hispanic Chinese,31,county,pennsylvania,3
2022,Hispanic Chinese,13,county,pennsylvania,11
2022,Hispanic OAPI,348,county,pennsylvania,11
2022,Non-Hispanic Japanese,40,county,pennsylvania,11
2022,Hispanic OAPI,17,county,pennsylvania,19
2022,Non-Hispanic Japanese,73,county,pennsylvania,19
2022,Hispanic AIAN,16,county,pennsylvania,21
2022,Non-Hispanic Chinese,91,county,pennsylvania,21
2022,Non-Hispanic Japanese,23,county,pennsylvania,21
2022,Hispanic OAPI,31,county,pennsylvania,27
2022,Non-Hispanic Japanese,130,county,pennsylvania,27
2022,Hispanic AIAN,654,county,pennsylvania,43
2022,Hispanic Japanese,32,county,pennsylvania,43
2022,Hispanic OAPI,2,county,pennsylvania,43
2022,Hispanic OAPI,143,county,pennsylvania,45
2022,Non-Hispanic AIAN,457,county,pennsylvania,49
2022,Non-Hispanic Japanese,49,county,pennsylvania,49
2022,Hispanic AIAN,94,county,pennsylvania,51
2022,Hispanic Black,38,county,pennsylvania,51
2022,Hispanic OAPI,6,county,pennsylvania,51
2022,Non-Hispanic Chinese,50,county,pennsylvania,51
2022,Non-Hispanic Japanese,42,county,pennsylvania,51
2022,Hispanic Chinese,40,county,pennsylvania,71
2022,Hispanic Japanese,12,county,pennsylvania,71
2022,Hispanic AIAN,119,county,pennsylvania,75
2022,Hispanic Chinese,14,county,pennsylvania,75
2022,Hispanic OAPI,58,county,pennsylvania,75
2022,Non-Hispanic AIAN,70,county,pennsylvania,75
2022,Non-Hispanic Japanese,9,county,pennsylvania,75
2022,Hispanic AIAN,29,county,pennsylvania,85
2022,Hispanic Black,134,county,pennsylvania,85
2022,Hispanic Chinese,104,county,pennsylvania,89
2022,Hispanic Japanese,19,county,pennsylvania,91
2022,Hispanic OAPI,15,county,pennsylvania,107
2022,Hispanic AIAN,49,county,pennsylvania,129
2022,Hispanic Black,198,county,pennsylvania,129
2022,Hispanic Chinese,1,county,pennsylvania,129
2022,Hispanic Japanese,9,county,pennsylvania,129
2022,Hispanic OAPI,9,county,pennsylvania,129
2022,Hispanic Japanese,9,county,pennsylvania,133
2022,Hispanic OAPI,340,county,pennsylvania,133
2022,Non-Hispanic Japanese,83,county,pennsylvania,133
2022,Non-Hispanic AIAN,162,county,rhode island,3
2022,Hispanic Chinese,220,county,rhode island,7
2022,Hispanic AIAN,106,county,rhode island,9
2022,Non-Hispanic Japanese,127,county,rhode island,9
2022,Hispanic AIAN,122,county,south carolina,7
2022,Hispanic Black,228,county,south carolina,7
2022,Hispanic OAPI,13,county,south carolina,7
2022,Hispanic Other Multiple,1173,county,south carolina,7
2022,Hispanic Other Race,2068,county,south carolina,7
2022,Hispanic White,3438,county,south carolina,7
2022,Non-Hispanic AIAN,145,county,south carolina,7
2022,Non-Hispanic Black,24286,county,south carolina,7
2022,Non-Hispanic Chinese,319,county,south carolina,7
2022,Non-Hispanic Japanese,18,county,south carolina,7
2022,Non-Hispanic Multiple,4626,county,south carolina,7
2022,Non-Hispanic OAPI,1144,county,south carolina,7
2022,Non-Hispanic Other Race,409,county,south carolina,7
2022,Non-Hispanic White,126703,county,south carolina,7
2022,Hispanic AIAN,223,county,south carolina,51
2022,Hispanic Black,200,county,south carolina,51
2022,Hispanic OAPI,65,county,south carolina,51
2022,Hispanic Other Multiple,4598,county,south carolina,51
2022,Hispanic Other Race,4260,county,south carolina,51
2022,Hispanic White,8373,county,south carolina,51
2022,Non-Hispanic AIAN,481,county,south carolina,51
2022,Non-Hispanic Black,36338,county,south carolina,51
2022,Non-Hispanic Chinese,725,county,south carolina,51
2022,Non-Hispanic Japanese,121,county,south carolina,51
2022,Non-Hispanic Multiple,7863,county,south carolina,51
2022,Non-Hispanic OAPI,2563,county,south carolina,51
2022,Non-Hispanic Other Race,788,county,south carolina,51
2022,Non-Hispanic White,218248,county,south carolina,51
2022,Hispanic AIAN,84,county,south carolina,91
2022,Hispanic Black,111,county,south carolina,91
2022,Hispanic OAPI,51,county,south carolina,91
2022,Hispanic Other Multiple,3560,county,south carolina,91
2022,Hispanic Other Race,2727,county,south carolina,91
2022,Hispanic White,6916,county,south carolina,91
2022,Non-Hispanic AIAN,1210,county,south carolina,91
2022,Non-Hispanic Black,42271,county,south carolina,91
2022,Non-Hispanic Chinese,467,county,south carolina,91
2022,Non-Hispanic Japanese,177,county,south carolina,91
2022,Non-Hispanic Multiple,6620,county,south carolina,91
2022,Non-Hispanic OAPI,5024,county,south carolina,91
2022,Non-Hispanic Other Race,738,county,south carolina,91
2022,Non-Hispanic White,157676,county,south carolina,91
2022,Hispanic AIAN,18,county,tennessee,9
2022,Hispanic OAPI,63,county,tennessee,9
2022,Non-Hispanic Japanese,31,county,tennessee,9
2022,Hispanic Chinese,53,county,tennessee,37
2022,Hispanic Japanese,6,county,tennessee,37
2022,Hispanic Chinese,1,county,tennessee,65
2022,Hispanic OAPI,153,county,tennessee,65
2022,Hispanic OAPI,511,county,tennessee,149
2022,Hispanic AIAN,62,county,tennessee,165
2022,Hispanic Black,100,county,tennessee,165
2022,Hispanic OAPI,136,county,tennessee,165
2022,Hispanic Other Multiple,2329,county,tennessee,165
2022,Hispanic Other Race,2986,county,tennessee,165
2022,Hispanic White,2361,county,tennessee,165
2022,Non-Hispanic AIAN,307,county,tennessee,165
2022,Non-Hispanic Black,11665,county,tennessee,165
2022,Non-Hispanic Chinese,323,county,tennessee,165
2022,Non-Hispanic Japanese,160,county,tennessee,165
2022,Non-Hispanic Multiple,4776,county,tennessee,165
2022,Non-Hispanic OAPI,2130,county,tennessee,165
2022,Non-Hispanic Other Race,355,county,tennessee,165
2022,Non-Hispanic White,130480,county,tennessee,165
2022,Hispanic AIAN,60,county,tennessee,179
2022,Hispanic Black,77,county,tennessee,179
2022,Hispanic Japanese,10,county,tennessee,179
2022,Hispanic Other Multiple,980,county,tennessee,179
2022,Hispanic Other Race,1145,county,tennessee,179
2022,Hispanic White,1857,county,tennessee,179
2022,Non-Hispanic AIAN,166,county,tennessee,179
2022,Non-Hispanic Black,4128,county,tennessee,179
2022,Non-Hispanic Chinese,652,county,tennessee,179
2022,Non-Hispanic Japanese,345,county,tennessee,179
2022,Non-Hispanic Multiple,2833,county,tennessee,179
2022,Non-Hispanic OAPI,756,county,tennessee,179
2022,Non-Hispanic Other Race,129,county,tennessee,179
2022,Non-Hispanic White,95232,county,tennessee,179
2022,Hispanic Black,4,county,tennessee,187
